New topic,/v_meas
rosbagTimestamp,data
1.5542549992711E+018,2.2443275452
1.55425499929064E+018,2.2443275452
1.55425499931064E+018,2.2443275452
1.55425499933094E+018,2.2263598442
1.55425499935087E+018,2.2263598442
1.55425499937096E+018,2.167920351
1.55425499939061E+018,2.167920351
1.55425499941095E+018,2.167920351
1.55425499943106E+018,2.1864125729
1.55425499945114E+018,2.1864125729
1.55425499947079E+018,2.1347763538
1.55425499949084E+018,2.1347763538
1.55425499951076E+018,2.1347763538
1.55425499953077E+018,2.0954251289
1.55425499955099E+018,2.0954251289
1.55425499957125E+018,2.0954251289
1.55425499959077E+018,2.0027523041
1.55425499961049E+018,2.0027523041
1.55425499963135E+018,2.0388658047
1.55425499965154E+018,2.0388658047
1.55425499967159E+018,2.0388658047
1.5542549996908E+018,1.9289579392
1.55425499971068E+018,1.9289579392
1.55425499973077E+018,1.8487695456
1.55425499975084E+018,1.8487695456
1.55425499977091E+018,1.8487695456
1.55425499979098E+018,1.7736426592
1.55425499981053E+018,1.7736426592
1.5542549998306E+018,1.7736426592
1.55425499985116E+018,1.8099676371
1.55425499987103E+018,1.8099676371
1.55425499989078E+018,1.7545101643
1.55425499991097E+018,1.7545101643
1.55425499993137E+018,1.7545101643
1.55425499995116E+018,1.60551548
1.55425499997059E+018,1.60551548
1.55425499999109E+018,1.6012212038
1.55425500001109E+018,1.6012212038
1.554255000031E+018,1.6012212038
1.55425500005051E+018,1.5650533438
1.55425500007084E+018,1.5650533438
1.55425500009089E+018,1.5650533438
1.55425500011097E+018,1.5832417011
1.55425500013082E+018,1.5832417011
1.55425500015101E+018,1.3587112427
1.55425500017093E+018,1.3587112427
1.5542550001913E+018,1.3587112427
1.55425500021108E+018,1.4314843416
1.55425500023148E+018,1.4314843416
1.55425500025086E+018,1.4313317537
1.55425500027182E+018,1.4313317537
1.55425500029099E+018,1.4313317537
1.55425500031083E+018,1.3184911013
1.55425500033078E+018,1.3184911013
1.55425500035062E+018,1.3184911013
1.55425500037073E+018,1.2448880673
1.55425500039074E+018,1.2448880673
1.55425500041106E+018,1.227165699
1.5542550004309E+018,1.227165699
1.55425500045056E+018,1.227165699
1.55425500047097E+018,1.1877065897
1.55425500049111E+018,1.1877065897
1.55425500051076E+018,1.1505562067
1.55425500053099E+018,1.1505562067
1.5542550005506E+018,1.1505562067
1.55425500057076E+018,1.1123692989
1.55425500059061E+018,1.1123692989
1.55425500061058E+018,1.1123692989
1.55425500063066E+018,1.018881917
1.55425500065097E+018,1.018881917
1.55425500067078E+018,1.0557010174
1.55425500069069E+018,1.0557010174
1.55425500071061E+018,1.0557010174
1.55425500073089E+018,0.9427838326
1.55425500075085E+018,0.9427838326
1.55425500077077E+018,0.8672853112
1.5542550007908E+018,0.8672853112
1.55425500081088E+018,0.8672853112
1.55425500083084E+018,0.9052354097
1.55425500085097E+018,0.9052354097
1.55425500087103E+018,0.9052354097
1.55425500089067E+018,0.7930978537
1.55425500091075E+018,0.7930978537
1.55425500093116E+018,0.7166006565
1.55425500095089E+018,0.7166006565
1.55425500097112E+018,0.7166006565
1.55425500099083E+018,0.753882885
1.55425500101085E+018,0.753882885
1.5542550010314E+018,0.6977031231
1.55425500105109E+018,0.6977031231
1.55425500107137E+018,0.6977031231
1.55425500109072E+018,0.5461071134
1.55425500111078E+018,0.5461071134
1.55425500113084E+018,0.6069859862
1.55425500115073E+018,0.6069859862
1.55425500117104E+018,0.6069859862
1.55425500119089E+018,0.4940975606
1.55425500121076E+018,0.4940975606
1.55425500123143E+018,0.4940975606
1.55425500125066E+018,0.5321424007
1.55425500127075E+018,0.5321424007
1.55425500129054E+018,0.4185191989
1.55425500131086E+018,0.4185191989
1.55425500133084E+018,0.4185191989
1.55425500135061E+018,0.3429766595
1.55425500137061E+018,0.3429766595
1.55425500139078E+018,0.4403779209
1.55425500141104E+018,0.4403779209
1.55425500143093E+018,0.4403779209
1.55425500145085E+018,0.3644516468
